Date,Description,Amount,Category,Is_Cru,Nuance_Check,2,3,2.1,3.1,DateObj,2.2,3.2,2.3,3.3,2.4,3.4,2.5,3.5,2.6,3.6,2,3
2025-12-28,HELP.HBOMAX.COM HBOMAX.COM NY,35.05,Internet/TV,False,False,,,,,,,,,,,,*,,,,,
2025-12-28,Amazon.com*548WG68N3 Amzn.com/billWA,40.25,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-28,Prime Video Channels amzn.com/billWA,18.39,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-28,MCDONALD'S M2198 GARLAND TX,8.85,,False,False,,,,,,,,,,,,*,,,,,
2025-12-27,Amazon.com*DW0355EM3 Amzn.com/billWA,21.64,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-27,DD *DOORDASH DOORDASHG 855-431-0459 CA,50.0,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-27,ONLINE PAYMENT THANK YOU,-745.42,,False,False,,,,,,,,,,,,*,,,,,
2025-12-27,US ANESTHE* US ANESTHE USAP.COM TX,469.2,,False,False,,,,,,,,,,,,*,,,,,
2025-12-27,AMAZON MKTPL*0T77I3P33 Amzn.com/billWA,49.12,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-27,CLAUDIAS HAIR CUTS RICHARDSON TX,30.0,T Haircuts,False,False,,,,,,,,,,,,*,,,,,
2025-12-26,STEAMGAMES.COM 4259522985425-8899642 WA,6.48,,False,False,,,,,,,,,,,,*,,,,,
2025-12-26,ALBERTSONS #4260 RICHARDSON TX,30.18,,False,False,,,,,,,,,,,,*,,,,,
2025-12-24,WM SUPERCENTER #1055 GARLAND TX,70.12,,False,False,,,,,,,,,,,,*,,,,,
2025-12-23,REJUVENA PELVIC INSTITUT DALLAS TX,60.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-23,AMAZON MKTPL*9M7HA96O3 Amzn.com/billWA,52.03,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-23,WHATABURGER 1003 RICHARDSON TX,9.61,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-23,TARGET 00014308 RICHARDSON TX,30.71,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-23,Amazon.com*9B3LU47Q3 Amzn.com/billWA,5.63,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-23,AMAZON MKTPL*AA9FS5F33 Amzn.com/billWA,12.97,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-23,TEXAS THRIFT 170 GARLAND TX,14.77,,False,False,,,,,,,,,,,,*,,,,,
2025-12-23,Amazon.com*9K8P26X03 Amzn.com/billWA,9.14,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-22,SPEEDEE WAY GARLAND TX,20.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,THRIFT CITY RICHARDSON RICHARDSON TX,140.71,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,ONLINE PAYMENT THANK YOU,-580.38,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,RAISING CANES 0155 RICHARDSON TX,10.38,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,DONUT PALACE GARLAND TX,10.48,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,WHATABURGER MOBILE APP 877-320-6749 TX,25.0,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,7-ELEVEN 35475 RICHARDSON TX,30.08,Gas,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,OUR LIGHT CHIROPRACTIC 9723874700 TX,75.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,TST*MURAL BUILDING Garland TX,4.47,,False,False,,,,,,,,,,,,*,,,,,
2025-12-22,Amazon.com*H98Z202Y3 Amzn.com/billWA,157.85,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-20,SQ *TEXAS COFFEE WORKS Bastrop TX,37.24,,False,False,,,,,,,,,,,,*,,,,,
2025-12-20,HEB CURBSIDE 800-432-3113 TX,116.68,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-12-20,EXXON AIM MART BASTROP TX,22.92,Gas,False,False,,,,,,,,,,,,*,,,,,
2025-12-20,BASTROP CO WOMENS SHELTERBASTROP TX,6.47,,False,False,,,,,,,,,,,,*,,,,,
2025-12-19,PY *BLACK ROCK COFFEE BARDALLAS TX,6.87,,False,False,,,,,,,,,,,,*,,,,,
2025-12-19,AMAZON MKTPL*TS5NR4F53 Amzn.com/billWA,42.34,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-18,STARBUCKS STORE 6391 RICHARDSON TX,52.93,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-18,SCHLOTZSKYS #1636 WACO TX,13.17,,False,False,,,,,,,,,,,,*,,,,,
2025-12-18,AMAZON MKTPLACE PMTS Amzn.com/billWA,-19.91,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-18,AMAZON MKTPL*XM8G04W33 Amzn.com/billWA,42.86,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-18,AMAZON MKTPLACE PMTS Amzn.com/billWA,-22.95,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-18,SHELL OIL 57543208706 GARLAND TX,22.7,Gas,False,False,,,,,,,,,,,,*,,,,,
2025-12-18,REJUVENA PELVIC INSTITUT DALLAS TX,60.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-17,MCDONALD'S M7398 OF TX GARLAND TX,3.24,,False,False,,,,,,,,,,,,*,,,,,
2025-12-17,THE UPS STORE 6766 972-7070766 TX,15.13,,False,False,,,,,,,,,,,,*,,,,,
2025-12-17,ALDI 75034 RICHARDSON TX,13.46,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-12-17,SQ *THE FROCKSY GARLAND TX,45.46,,False,False,,,,,,,,,,,,*,,,,,
2025-12-17,ONLINE PAYMENT THANK YOU,-1910.26,,False,False,,,,,,,,,,,,*,,,,,
2025-12-16,"VENTURI HOLDINGS, PL DALLAS TX",99.9,,False,False,,,,,,,,,,,,*,,,,,
2025-12-16,CHICK-FIL-A # 01491 RICHARDSON TX,20.66,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-16,CHICK-FIL-A # 01491 RICHARDSON TX,9.68,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-12-16,SUPPORTPDFFILLER.COM 855-7501663 MA,-2.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-15,SQ *EILAND COFFEE ROASTERRicharardson TX,37.66,,False,False,,,,,,,,,,,,*,,,,,
2025-12-15,SQ *MASSAGE BY MONICA GARLAND TX,144.0,Massage,False,False,,,,,,,,,,,,*,,,,,
2025-12-15,OUR LIGHT CHIROPRACTIC 9723874700 TX,25.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-15,CASH BACK REDEMPTION REF 188679028,-50.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-15,STEAMGAMES.COM 4259522985425-8899642 WA,43.29,,False,False,,,,,,,,,,,,*,,,,,
2025-12-14,SUPPORTPDFFILLER.COM 855-7501663 MA,2.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-14,TEAMHEALTH* PED_ER TEAMHEALTH.COTN,38.81,Medicine,False,False,,,,,,,,,,,,*,,,,,
2025-12-14,PT BILLING866-770-2116 866-770-2116 TX,153.85,,False,False,,,,,,,,,,,,*,,,,,
2025-12-14,ALBERTSONS #4260 RICHARDSON TX,16.29,,False,False,,,,,,,,,,,,*,,,,,
2025-12-14,MYCHART-DALLAS HOSPITAL 844-424-4537 TX,763.14,,False,False,,,,,,,,,,,,*,,,,,
2025-12-13,COSTCO WHSE #1266 DALLAS TX,6.48,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-12-13,NTTA AUTOCHARGE 972-818-6882 TX,40.0,Car Maintenance,False,False,,,,,,,,,,,,*,,,,,
2025-12-13,GOOGLE *Peacock TV Str 855-836-3987 CA,11.9,,False,False,,,,,,,,,,,,*,,,,,
2025-12-13,COSTCO WHSE #1266 DALLAS TX,367.95,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-12-12,RACETRAC 697 GARLAND TX,26.08,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,CHEVRON 0303938 GARLAND TX,43.65,Gas,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,AMAZON MKTPL*6V3IE7FW3 Amzn.com/billWA,27.74,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-11,RAISING CANES 0155 RICHARDSON TX,12.65,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,SP J STUDIO KWUN TONG HK,66.94,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,OUR LIGHT CHIROPRACTIC 9723874700 TX,75.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,ONLINE PAYMENT THANK YOU,-307.39,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,JACK IN THE BOX 0702 DALLAS TX,8.19,,False,False,,,,,,,,,,,,*,,,,,
2025-12-11,Amazon.com*XK7Q30PW3 Amzn.com/billWA,39.46,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-11,TEXAS THRIFT 170 GARLAND TX,10.18,,False,False,,,,,,,,,,,,*,,,,,
2025-12-07,CAR SPA 31 GARLAND TX,18.5,,False,False,,,,,,,,,,,,*,,,,,
2025-12-07,ONLINE PAYMENT THANK YOU,-792.26,,False,False,,,,,,,,,,,,*,,,,,
2025-12-07,BARNES & NOBLE #2222 GARLAND TX,52.92,,False,False,,,,,,,,,,,,*,,,,,
2025-12-05,LOFT CITY CHURCH LOFTCITY.CHURTX,20.75,,False,False,,,,,,,,,,,,*,,,,,
2025-12-05,OUR LIGHT CHIROPRACTIC 9723874700 TX,25.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-05,061 BRAUMS STORE GARLAND TX,6.05,,False,False,,,,,,,,,,,,*,,,,,
2025-12-05,TARGET 00014308 RICHARDSON TX,159.05,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-05,AMAZON MKTPL*BI8XH1NR0 Amzn.com/billWA,25.12,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-05,AMAZON MKTPL*BI0X721U1 Amzn.com/billWA,13.46,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-03,Amazon.com*BB3RN5YN1 Amzn.com/billWA,23.31,House,False,True,,,,,,,,,,,,*,,,,,
2025-12-01,MIRASHIFT THERAPY MIRASHIFT.COMTX,190.0,,False,False,,,,,,,,,,,,*,,,,,
2025-12-01,TST*WATERMARK COFFEE SHO Dallas TX,2.0,Utilities,False,False,,,,,,,,,,,,*,,,,,
2025-12-01,MCDONALD'S F2383 DALLAS TX,8.96,,False,False,,,,,,,,,,,,*,,,,,
2025-11-30,AMAZON MKTPL*BB9BB9V81 Amzn.com/billWA,13.86,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-30,AMC 9640 ONLINE 888-440-4262 KS,28.97,,False,False,,,,,,,,,,,,*,,,,,
2025-11-30,AMAZON MKTPL*BB6JR3QZ2 Amzn.com/billWA,109.39,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-30,AMAZON MKTPL*BB1ZH1MI1 Amzn.com/billWA,75.18,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-29,WOOMEEOAK KOREAN RESTAURADALLAS TX,71.8,,False,False,,,,,,,,,,,,*,,,,,
2025-11-29,ONLINE PAYMENT THANK YOU,-486.97,,False,False,,,,,,,,,,,,*,,,,,
2025-11-28,QT 906 GARLAND TX,49.06,Gas,False,False,,,,,,,,,,,,*,,,,,
2025-11-28,ALLENISD EVENT TIX ALLENISD.ORG TX,12.85,,False,False,,,,,,,,,,,,*,,,,,
2025-11-28,HELP.HBOMAX.COM HBOMAX.COM NY,35.05,Internet/TV,False,False,,,,,,,,,,,,*,,,,,
2025-11-28,TARGET.COM 800-591-3869 MN,139.98,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-28,Prime Video Channels amzn.com/billWA,18.39,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-27,ONLINE PAYMENT THANK YOU,-834.12,,False,False,,,,,,,,,,,,*,,,,,
2025-11-27,FULLL X LEES TAIWANES 131-27305592 IL,5.9,,False,False,,,,,,,,,,,,*,,,,,
2025-11-27,LEES TAIWANESE COMFORT 131-27305592 TX,10.83,,False,False,,,,,,,,,,,,*,,,,,
2025-11-27,AMAZON MKTPL*B26VJ8RR2 Amzn.com/billWA,42.99,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-27,ONE ONE ASIAN CUISINE 131-27305592 IL,14.07,,False,False,,,,,,,,,,,,*,,,,,
2025-11-27,ONE ONE ASIAN CUISINE 131-27305592 IL,14.07,,False,False,,,,,,,,,,,,*,,,,,
2025-11-26,SPEEDEE WAY GARLAND TX,32.6,,False,False,,,,,,,,,,,,*,,,,,
2025-11-26,AMAZON MKTPL*B253987I1 Amzn.com/billWA,28.81,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-26,ALDI 75034 RICHARDSON TX,312.7,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-11-26,OUR LIGHT CHIROPRACTIC 9723874700 TX,25.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-25,SQ *MASSAGE BY MONICA GARLAND TX,108.0,Massage,False,False,,,,,,,,,,,,*,,,,,
2025-11-25,AMAZON MKTPL*B28BP8HY1 Amzn.com/billWA,27.28,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-24,REJUVENA PELVIC INSTITUT DALLAS TX,60.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-24,GOLDEN CHICK #1238 GARLAND TX,19.46,,False,False,,,,,,,,,,,,*,,,,,
2025-11-24,SQ *MARU RAMEN Richardson TX,24.27,,False,False,,,,,,,,,,,,*,,,,,
2025-11-24,SQ *EILAND COFFEE ROASTERRicharardson TX,24.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-24,TEXAS THRIFT 170 GARLAND TX,26.82,,False,False,,,,,,,,,,,,*,,,,,
2025-11-23,SP THEEARTHLINGCO. THEEARTHLINGCNV,34.62,,False,False,,,,,,,,,,,,*,,,,,
2025-11-23,LIVELY HOTEL AT OAK F& 405-8494777 OK,19.29,,False,False,,,,,,,,,,,,*,,,,,
2025-11-23,142 BRAUMS STORE PAULS VALLEY OK,9.98,,False,False,,,,,,,,,,,,*,,,,,
2025-11-22,DD *DOORDASHDASHPASS DOORDASH.COM CA,9.99,Eating Out,False,False,,,,,,,,,,,,*,,,,,
2025-11-22,TST*THE MULE - PLAZA DIS Oklahoma CityOK,21.87,,False,False,,,,,,,,,,,,*,,,,,
2025-11-22,TB REST 697 THEOAKS MB OKLAHOMA CITYOK,11.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-21,OK ONE STOP ARDMORE OK,6.47,,False,False,,,,,,,,,,,,*,,,,,
2025-11-21,SQ *ROSALIND COFFEE ROASTGarland TX,19.76,,False,False,,,,,,,,,,,,*,,,,,
2025-11-20,ALDI 75034 RICHARDSON TX,2.19,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-11-20,Prime Video *B09EL2HB2 888-802-3080 WA,4.32,,False,False,,,,,,,,,,,,*,,,,,
2025-11-20,OUR LIGHT CHIROPRACTIC 9723874700 TX,75.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-20,ONLINE PAYMENT THANK YOU,-1002.75,,False,False,,,,,,,,,,,,*,,,,,
2025-11-20,"VENTURI HOLDINGS, PL DALLAS TX",288.6,,False,False,,,,,,,,,,,,*,,,,,
2025-11-19,SMETHODISTUNIVERSITY DALLAS TX,12.0,,False,False,,,,,,,,,,,,*,,,,,
2025-11-19,MEI MEI SUPER BUFFET DALLAS TX,29.2,,False,False,,,,,,,,,,,,*,,,,,
2025-11-18,TARGET 00014308 RICHARDSON TX,137.13,House,False,True,,,,,,,,,,,,*,,,,,
2025-11-18,ALDI 75034 RICHARDSON TX,78.1,Groceries,False,False,,,,,,,,,,,,*,,,,,
2025-11-17,TST*WATERMARK COFFEE SHO Dallas TX,1.0,Utilities,False,False,,,,,,,,,,,,*,,,,,
2025-11-15,SPROUTS FARMERS MAR DALLAS TX,18.65,,False,False,,,,,,,,,,,,*,,,,,
